color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,title_year,gross_inflation,,,,
Color,Ron Underwood,35,114,31,372,Mika Boorem,9000,50628009,Action,Charlize Theron,Mighty Joe Young,22955,10731,David Paymer,USA,90000000,496,5.6,1.85,0,1998,79407392.01,,,,
Color,Joe Dante,100,108,287,823,Denis Leary,4000,53955614,Action,Kirsten Dunst,Small Soldiers,77415,8610,Robert Picardo,USA,40000000,835,6.1,2.35,0,1998,84626566.92,,,,
Color,Vincent Ward,121,113,25,129,Annabella Sciorra,49000,55350897,Drama,Robin Williams,What Dreams May Come,83560,49631,Rosalind Chao,USA,85000000,448,7,2.35,32000,1998,86814995.55,,,,
Color,Brian De Palma,117,98,0,697,Mike Starr,12000,55585389,Crime,Nicolas Cage,Snake Eyes,64121,15269,John Heard,USA,69000000,854,5.9,2.35,880,1998,87182784.02,,,,
Color,Steven Zaillian,110,115,234,521,Kathleen Quinlan,3000,56702901,Drama,Robert Duvall,A Civil Action,23302,4713,Sydney Pollack,USA,60000000,552,6.5,2.35,1000,1998,88935543.32,,,,
Color,Randall Wallace,83,132,130,80,Anne Parillaud,29000,56876365,Action,Leonardo DiCaprio,The Man in the Iron Mask,125219,29265,Judith Godrèche,USA,35000000,130,6.4,1.85,0,1998,89207612.56,,,,
Color,Forest Whitaker,65,114,0,545,Harry Connick Jr.,970,60033780,Drama,Bill Cobbs,Hope Floats,18973,2860,Gena Rowlands,USA,30000000,631,5.9,1.85,0,1998,94159853.33,,,,
Color,Andy Tennant,92,121,72,343,Dougray Scott,1000,65703412,Comedy,Anjelica Huston,Ever After: A Cinderella Story,57958,2747,Jeanne Moreau,USA,26000000,794,7,2.35,0,1998,103052375.5,,,,
Color,Stephen Hopkins,102,130,81,427,William Hurt,10000,69102910,Action,Gary Oldman,Lost in Space,58402,12186,June Lockhart,USA,80000000,882,5.1,2.35,0,1998,108384310.8,,,,
Color,Stephen Norrington,184,110,45,595,Traci Lords,886,70001065,Action,Sanaa Lathan,Blade,191437,3174,Udo Kier,USA,45000000,650,7.1,2.35,0,1998,109793020.1,,,,
Color,Jonathan Frakes,160,103,906,748,Jonathan Frakes,1000,70117571,Action,LeVar Burton,Star Trek: Insurrection,56741,6207,Michael Dorn,USA,58000000,906,6.4,2.35,1000,1998,109975753.7,,,,
Color,Ivan Reitman,97,98,425,397,Anne Heche,11000,74329966,Action,Harrison Ford,Six Days Seven Nights,60910,12729,Amy Sedaris,USA,70000000,643,5.7,2.35,0,1998,116582675.6,,,,
Color,Robert Redford,96,170,0,380,Kristin Scott Thomas,19000,75370763,Drama,Scarlett Johansson,The Horse Whisperer,32353,20683,Jessalyn Gilsig,USA,60000000,1000,6.5,1.85,0,1998,118215111.4,,,,
Color,Brad Silberling,110,114,52,539,Andre Braugher,12000,78745923,Drama,Nicolas Cage,City of Angels,94407,13905,Colm Feore,Germany,55000000,702,6.7,2.35,0,1998,123508873.8,,,,
Color,Rob Bowman,142,121,38,745,Mitch Pileggi,940,83892374,Drama,Martin Landau,The X Files,85720,4230,Jeffrey DeMunn,USA,66000000,826,7,2.35,0,1998,131580813.9,,,,
Color,Eric Darnell,131,83,35,754,Woody Allen,13000,90646554,Adventure,Sylvester Stallone,Antz,124641,25788,Anne Bancroft,USA,105000000,11000,6.6,1.85,0,1998,142174393,,,,
Color,Chris Columbus,65,124,0,701,Liam Aiken,8000,91030827,Comedy,Julia Roberts,Stepmom,46482,9988,Herbert Russell,USA,50000000,818,6.7,2.35,0,1998,142777105.1,,,,
Color,Martin Campbell,156,136,258,94,Tony Amendola,12000,93771072,Action,Anthony Hopkins,The Mask of Zorro,135404,12396,Stuart Wilson,USA,65000000,174,6.7,2.35,0,1998,147075036.5,,,,
Color,John Madden,134,123,108,239,Martin Clunes,1000,100241322,Comedy,Tom Wilkinson,Shakespeare in Love,175524,1690,Simon Callow,USA,25000000,264,7.2,2.35,0,1998,157223286.2,,,,
Color,Igor Kovalyov,45,83,5,368,Cree Summer,971,100491683,Adventure,Elizabeth Daily,The Rugrats Movie,14005,3438,Christine Cavanaugh,USA,24000000,503,5.9,1.85,418,1998,157615964.4,,,,
Color,Brenda Chapman,120,99,59,145,Aria Noelle Curzon,770,101217900,Adventure,Martin Short,The Prince of Egypt,91093,1195,Eden Riegel,USA,70000000,263,7,1.85,0,1998,158754997.9,,,,
Color,Tony Scott,81,140,12000,619,Jake Busey,10000,111544445,Action,Will Smith,Enemy of the State,188116,11951,Lisa Bonet,USA,90000000,660,7.3,2.35,0,1998,174951645.2,,,,
Color,Nora Ephron,153,119,0,744,Jean Stapleton,15000,115731542,Comedy,Tom Hanks,You've Got Mail,151812,17768,Dave Chappelle,USA,65000000,793,6.5,1.85,0,1998,181518888.5,,,,
Color,Tony Bancroft,143,88,7,484,Harvey Fierstein,2000,120618403,Adventure,Ming-Na Wen,Mulan,171792,4478,June Foray,USA,90000000,500,7.5,1.66,12000,1998,189183675.2,,,,
Color,Peter Weir,213,103,608,576,Noah Emmerich,2000,125603360,Comedy,Natascha McElhone,The Truman Show,667983,3698,Peter Krause,USA,60000000,617,8.1,1.85,18000,1998,197002320.3,,,,
Color,Richard Donner,141,127,503,91,Rene Russo,5000,129734803,Action,Jet Li,Lethal Weapon 4,127497,6171,Darlene Love,USA,140000000,808,6.6,2.35,0,1998,203482273.2,,,,
Color,Tom Shadyac,55,115,293,878,Philip Seymour Hoffman,49000,135014968,Biography,Robin Williams,Patch Adams,80580,74382,Monica Potter,USA,50000000,22000,6.7,2.35,0,1998,211763936.7,,,,
Color,Mimi Leder,125,120,75,3000,Jon Favreau,11000,140459099,Action,Morgan Freeman,Deep Impact,135601,22750,Robert Duvall,USA,75000000,4000,6.1,2.35,0,1998,220302772.2,,,,
Color,Betty Thomas,73,85,84,595,Raven-Symoné,1000,144156464,Comedy,Oliver Platt,Doctor Dolittle,74343,4166,Peter Boyle,USA,71500000,1000,5.3,1.85,694,1998,226101896.4,,,,
 Black and White,Frank Coraci,108,90,153,427,Clint Howard,11000,161487252,Comedy,Adam Sandler,The Waterboy,119450,13823,Peter Dante,USA,20000000,1000,6.1,1.85,0,1998,253284333.6,,,,
Color,John Lasseter,117,95,487,1000,Madeline Kahn,18000,162792677,Adventure,Kevin Spacey,A Bug's Life,211226,24205,John Ratzenberger,USA,120000000,1000,7.2,2.35,0,1998,255331824.7,,,,
Color,Bobby Farrelly,171,107,101,743,Lin Shaye,931,176483808,Comedy,Sarah Silverman,There's Something About Mary,247289,4664,Richard Tyson,USA,23000000,852,7.1,1.85,0,1998,276805649.7,,,,
Color,Michael Bay,167,153,0,537,Steve Buscemi,13000,201573391,Action,Bruce Willis,Armageddon,322395,26029,Will Patton,USA,140000000,12000,6.6,2.35,11000,1998,316157352.3,,,,
Color,Steven Spielberg,219,169,14000,13000,Vin Diesel,15000,216119491,Action,Tom Hanks,Saving Private Ryan,881236,44998,Matt Damon,USA,70000000,14000,8.6,1.85,22000,1998,338972151.6,,,,
Color,Avi Nesher,5,104,6,467,Elizabeth Berkley,922,,Action,Fisher Stevens,Taxman,372,2406,Robert Townsend,USA,1000000,893,5.5,1.37,18,1998,0,,,,
Color,Niall Johnson,4,114,7,2,Mark Caven,19,,Drama,Kevin Howarth,The Big Swap,270,37,Thierry Harcourt,UK,,16,5.6,1.33,29,1998,0,,,,
Color,Dan Curtis,,99,45,224,Campbell Scott,1000,,Fantasy,Jennifer Jason Leigh,The Love Letter,1465,2166,Estelle Parsons,USA,,393,7.4,1.33,515,1998,0,,,,
Color,Dan Curtis,,99,45,224,Campbell Scott,1000,,Fantasy,Jennifer Jason Leigh,The Love Letter,1465,2166,Estelle Parsons,USA,,393,7.4,1.33,515,1998,0,,,,
Color,Dan Ireland,19,100,137,476,Danny Arroyo,4000,,Comedy,Salma Hayek,The Velocity of Gary,1555,5796,Olivia d'Abo,USA,4000000,575,5,2.35,98,1998,0,,,,
Color,Eric Styles,16,92,4,405,Rupert Graves,631,7680,Drama,Samantha Morton,Dreaming of Joseph Lees,704,2020,Miriam Margolyes,USA,2000000,443,6.4,,100,1999,11785.38872,,,,
Color,John Duigan,16,102,18,186,Jill Hennessy,670,15593,Comedy,Elaine Hendrix,Molly,2295,1562,Sarah Wynter,USA,21000000,419,5.8,1.85,284,1999,23928.32894,,,,
Color,Shane Meadows,29,90,222,222,Paddy Considine,5000,18434,Comedy,Bob Hoskins,A Room for Romeo Brass,4471,6111,Shane Meadows,UK,,680,7.7,1.85,484,1999,28288.00203,,,,
Color,Jason Alexander,20,97,700,56,Patti LuPone,599,39852,Comedy,Gretchen Mol,Just Looking,1238,1030,Peter Onorati,USA,3000000,325,6.7,1.85,117,1999,61155.11863,,,,
Color,Justin Kerrigan,47,99,8,78,John Simm,798,104257,Comedy,Danny Dyer,Human Traffic,19194,1430,Shaun Parkes,UK,2200000,472,7.1,1.85,0,1999,159988.1864,,,,
 Black and White,Robinson Devor,18,88,14,3,Eugene Roche,142,110720,Comedy,Marilyn Rising,The Woman Chaser,524,168,Max Kerstein,USA,1200000,23,7.3,,73,1999,169906.0206,,,,
Color,Rod Lurie,29,104,37,501,Kathryn Morris,574,144583,Drama,Kevin Pollak,Deterrence,2256,1983,Timothy Hutton,France,800000,573,6.5,1.85,130,1999,221870.6845,,,,
Color,Alan Rudolph,42,110,18,865,Albert Finney,13000,175370,Comedy,Bruce Willis,Breakfast of Champions,6884,17417,Omar Epps,USA,12000000,883,4.6,1.85,458,1999,269115.0546,,,,
Color,Allison Anders,29,92,99,181,Rosanna Arquette,793,177840,Comedy,Ally Sheedy,Sugar Town,708,1987,John Doe,UK,250000,605,6.1,,93,1999,272905.4074,,,,
Color,Kevin Allen,33,86,8,428,Frances Fisher,759,185577,Comedy,Craig Ferguson,The Big Tease,2133,2805,Mary McCormack,UK,4000000,638,6.3,1.85,182,1999,284778.2658,,,,
Color,Lance Hool,10,121,0,353,Joaquim de Almeida,854,229311,Action,Tom Berenger,One Man's Hero,899,2705,Mark Moses,Spain,11350000,578,6.2,2.35,271,1999,351890.5302,,,,
Color,Kevin Jordan,21,90,4,113,Christa Miller,20000,277233,Comedy,Derick Martini,Smiling Fish & Goat on Fire,2631,20814,Ion Overman,USA,40000,467,7.6,1.85,0,1999,425429.5143,,,,
Color,Mike Figgis,31,106,81,687,Saffron Burrows,2000,399793,Drama,Kelly Macdonald,The Loss of Sexual Innocence,2877,4343,Julian Sands,USA,4000000,811,5.4,1.78,111,1999,613504.6759,,,,
Color,Rich Cowan,14,105,7,548,Karen Allen,2000,609042,Drama,Eric Dane,The Basket,449,3475,Peter Coyote,USA,1300000,783,6.5,1.85,117,1999,934608.9471,,,,
Color,Ang Lee,95,148,0,0,Jeffrey Dover,3,630779,Drama,Jeremy W. Auman,Ride with the Devil,11101,5,Tobey Maguire,USA,35000000,2,6.8,2.35,633,1999,967965.5871,,,,
Color,Atom Egoyan,95,116,460,71,Elaine Cassidy,5000,819852,Drama,Bob Hoskins,Felicia's Journey,6690,5426,Gerard McSorley,Canada,,203,7,2.35,284,1999,1258108.66,,,,
Color,Max Färberböck,63,125,4,36,Johanna Wokalek,177,927107,Biography,Heike Makatsch,Aimee & Jaguar,5153,333,Maria Schrader,Germany,15000000,66,7.3,1.85,687,1999,1422697.445,,,,
Color,Michael Polish,54,111,35,482,William Katt,980,985341,Drama,Sasha Alexander,Twin Falls Idaho,3479,3166,Jon Gries,USA,500000,505,7.3,1.85,180,1999,1512060.769,,,,
Color,Gavin O'Connor,64,102,149,276,Janet McTeer,409,1281176,Comedy,Kimberly J. Brown,Tumbleweeds,2932,1986,Lois Smith,USA,312000,277,6.7,1.85,121,1999,1966036.09,,,,
Color,Alison Maclean,74,107,7,442,Samantha Morton,745,1282084,Drama,Billy Crudup,Jesus' Son,6221,2125,Mark Webber,USA,2500000,631,7,2.35,500,1999,1967429.467,,,,
Color,Mark Illsley,77,98,3,327,Illeana Douglas,349,1943649,Comedy,Ally Walker,"Happy, Texas",8697,2095,Jeremy Northam,USA,1700000,347,6.3,1.85,374,1999,2982637.89,,,,
Color,Antonio Banderas,28,111,0,617,Elizabeth Perkins,783,1954202,Comedy,Meat Loaf,Crazy in Alabama,5917,4834,Noah Emmerich,USA,15000000,664,6.3,2.35,391,1999,2998832.057,,,,
Color,John Sayles,46,126,407,39,Casey Siemaszko,638,1997807,Adventure,Mary Elizabeth Mastrantonio,Limbo,5158,823,Vanessa Martinez,USA,8000000,107,7.1,1.85,196,1999,3065746.364,,,,
Color,Barry W. Blaustein,70,108,6,43,Vince McMahon,54,2047570,Biography,Terry Funk,Beyond the Mat,6790,194,Mick Foley,USA,500000,44,7.6,1.85,491,1999,3142110.465,,,,
Color,Antonia Bird,131,101,61,611,Jeffrey Jones,769,2060953,Fantasy,Jeremy Davies,Ravenous,29990,2543,David Arquette,Czech Republic,12000000,692,7.1,2.35,0,1999,3162647.426,,,,
Color,Kevin Brodie,25,100,0,359,Cheryl Ladd,655,2148212,Drama,Bruce McGill,A Dog of Flanders,781,1906,Jack Warden,USA,7000000,476,6.3,1.85,157,1999,3296551.232,,,,
Color,Jamie Babbit,99,85,91,849,Clea DuVall,1000,2199853,Comedy,Natasha Lyonne,But I'm a Cheerleader,19986,4289,Eddie Cibrian,USA,1200000,1000,6.6,1.85,0,1999,3375797.229,,,,
Color,Jeff Franklin,45,94,24,545,Tyra Banks,834,2800000,Comedy,Ivana Milicevic,Love Stinks,4377,2662,Bridgette Wilson-Sampras,USA,4000000,625,5.8,1.85,309,1999,4296756.303,,,,
Color,David Cronenberg,196,115,0,716,Sarah Polley,1000,2840417,Horror,Jennifer Jason Leigh,eXistenZ,77493,2990,Callum Rennie,Canada,31000000,900,6.8,1.85,6000,1999,4358778.445,,,,
Color,Tim Robbins,70,132,0,876,Vanessa Redgrave,13000,2899970,Drama,Bill Murray,Cradle Will Rock,8039,16878,Emily Watson,USA,32000000,898,6.9,2.35,625,1999,4450165.848,,,,
Color,Darren Stein,49,87,18,844,Judy Greer,3000,3071947,Comedy,Julie Benz,Jawbreaker,18711,9555,Jeff Conaway,USA,3500000,2000,5.4,1.85,0,1999,4714074.155,,,,
Color,Steven Soderbergh,111,89,0,132,Lesley Ann Warren,402,3193102,Crime,Peter Fonda,The Limey,24412,1335,William Lucking,USA,9000000,296,7.1,1.85,944,1999,4899993.265,,,,
Color,Jim Jarmusch,167,116,0,116,Gano Grills,251,3300230,Action,Henry Silva,Ghost Dog: The Way of the Samurai,70084,675,Richard Portnow,France,,147,7.5,1.85,0,1999,5064387.162,,,,
Color,Rodman Flender,59,92,6,577,Fred Willard,890,4002955,Comedy,Vivica A. Fox,Idle Hands,33745,3654,Elden Henson,USA,20000000,729,6.2,1.85,0,1999,6142757.902,,,,
Color,Damien O'Donnell,82,96,70,163,Jimi Mistry,883,4170647,Comedy,Archie Panjabi,East Is East,14548,1616,Om Puri,UK,1900000,183,6.9,1.85,1000,1999,6400090.637,,,,
Color,Adam Rifkin,42,95,89,322,Lin Shaye,1000,4193025,Comedy,Natasha Lyonne,Detroit Rock City,30682,2518,Shannon Tweed,USA,15000000,852,6.8,2.35,0,1999,6434430.927,,,,
Color,Mark Tarlov,35,96,3,353,Dylan Baker,4000,4394936,Comedy,Sarah Michelle Gellar,Simply Irresistible,11439,5668,Lawrence Gilliard Jr.,Germany,6000000,812,5.3,2.35,901,1999,6744274.628,,,,
Color,Joel Schumacher,78,112,541,638,Philip Seymour Hoffman,22000,4485485,Comedy,Robert De Niro,Flawless,14612,46022,Chris Bauer,USA,15000000,22000,6.4,1.85,0,1999,6883227.123,,,,
 Black and White,Lawrence Kasdan,65,112,759,933,Alfre Woodard,11000,4554569,Comedy,Zooey Deschanel,Mumford,8134,17873,Mary McDonnell,USA,28000000,1000,6.9,2.35,209,1999,6989240.377,,,,
Color,Steve Rash,11,89,15,660,Nia Long,883,4692814,Comedy,Barry Corbin,Held Up,2870,3291,Jake Busey,USA,8000000,826,5.1,1.85,77,1999,7201385.047,,,,
Color,Tony Goldwyn,47,107,956,113,Julie Kavner,10000,4741987,Drama,Viggo Mortensen,A Walk on the Moon,6782,10368,Tovah Feldshuh,USA,14000000,233,6.6,1.85,860,1999,7276843.76,,,,
Color,Sofia Coppola,152,90,0,826,Kathleen Turner,4000,4859475,Drama,Kirsten Dunst,The Virgin Suicides,116910,7103,Scott Glenn,USA,6000000,899,7.2,1.85,0,1999,7457135.655,,,,
Color,Peter Kassovitz,68,120,0,693,Mark Margolis,49000,4956401,Drama,Robin Williams,Jakob the Liar,12601,51657,Michael Jeter,France,15000000,1000,6.5,1.85,0,1999,7605874.012,,,,
Color,Craig Bolotin,39,99,7,730,Vanessa Williams,3000,5871603,Drama,Rosario Dawson,Light It Up,3116,6485,Robert Ri'chard,USA,13000000,1000,6,1.85,251,1999,9010302.57,,,,
Color,Dave Meyers,16,84,11,249,Clifton Powell,489,6026908,Comedy,Eddie Griffin,Foolish,536,2196,Marla Gibbs,USA,2000000,469,4.3,,43,1999,9248626.762,,,,
Color,David Lynch,143,112,0,201,Richard Farnsworth,874,6197866,Biography,Sissy Spacek,The Straight Story,63733,1351,Everett McGill,France,10000000,262,8,2.35,0,1999,9510971.356,,,,
Color,Mike Leigh,103,154,608,149,Dexter Fletcher,1000,6201757,Biography,Jim Broadbent,Topsy-Turvy,10037,1690,Lesley Manville,UK,10000000,452,7.4,1.66,608,1999,9516942.313,,,,
Color,Andrew Fleming,81,94,26,4000,Will Ferrell,16000,6241697,Comedy,Ryan Reynolds,Dick,16059,31005,Kirsten Dunst,France,13000000,8000,6.1,1.85,0,1999,9578232.473,,,,
Color,Risa Bramon Garcia,67,101,112,612,Dave Chappelle,1000,6851636,Comedy,Janeane Garofalo,200 Cigarettes,13010,2697,Gaby Hoffmann,USA,6000000,744,5.9,1.85,0,1999,10514217.92,,,,
Color,Michael Corrente,72,96,30,407,George Wendt,761,7292175,Comedy,Jonathan Brandis,Outside Providence,7736,2018,Shawn Hatosy,USA,7000000,412,6.4,1.85,0,1999,11190249.6,,,,
Color,Mike Newell,56,124,179,551,Kurt Fuller,11000,8406264,Comedy,Angelina Jolie Pitt,Pushing Tin,24826,13093,Jake Weber,USA,38000000,617,6,2.35,783,1999,12899881.37,,,,
Color,Ron Shelton,73,124,41,197,Robert Wagner,512,8427204,Comedy,Willie Garson,Play It to the Bone,10100,1523,Lolita Davidovich,USA,24000000,481,5.4,2.35,153,1999,12932014.96,,,,
Color,Jay Roach,74,119,116,385,Mary McCormack,738,8888143,Comedy,Scott Grimes,"Mystery, Alaska",22250,2171,Ron Eldard,Canada,28000000,428,6.7,2.35,913,1999,13639351.59,,,,
Color,David Raynr,16,94,9,200,Deon Richmond,927,9016377,Comedy,Donald Faison,Trippin',1004,1936,Countess Vaughn,USA,,209,5.2,1.85,143,1999,13836133.82,,,,
Color,Hugh Wilson,41,77,37,795,Alex Rocco,3000,9694105,Comedy,Brendan Fraser,Dudley Do-Right,8176,5568,Eric Idle,USA,22000000,968,3.8,2.35,272,1999,14876145.27,,,,
Color,Takao Okawara,107,99,2,3,Naomi Nishida,43,10037390,Action,Hiroshi Abe,Godzilla 2000,5442,53,Sakae Kimura,Japan,1000000000,3,6,2.35,339,1999,15402935.27,,,,
Color,Jonathan Kaplan,70,100,57,92,Tom Amandes,181,10114315,Drama,John Doe,Brokedown Palace,18693,582,Daniel Lapaine,USA,25000000,151,6.4,2.35,0,1999,15520980.97,,,,
Color,Louis Morneau,97,91,38,91,Bob Gunton,730,10149779,Horror,Leon,Bats,8294,1405,Ned Bellamy,USA,6500000,461,3.6,2.35,342,1999,15575402.46,,,,
Color,Mic Rodgers,75,83,7,485,Daniel von Bargen,2000,10431220,Action,Michael Jai White,Universal Soldier: The Return,24216,4024,Xander Berkeley,USA,24000000,577,4.1,1.85,401,1999,16007289.38,,,,
Color,Damon Santostefano,81,98,4,677,Oliver Platt,2000,10544143,Comedy,Matthew Perry,Three to Tango,16372,4843,David Ramsey,Australia,20000000,1000,6.1,1.37,311,1999,16180576.03,,,,
Color,Michael Patrick Jann,77,97,31,551,Kirstie Alley,4000,10561238,Comedy,Kirsten Dunst,Drop Dead Gorgeous,27265,6388,Ellen Barkin,Germany,10000000,980,6.5,1.85,0,1999,16206809.26,,,,
Color,Rand Ravich,107,109,7,1000,Charlize Theron,40000,10654581,Drama,Johnny Depp,The Astronaut's Wife,45497,52621,Clea DuVall,USA,34000000,9000,5.3,1.85,1000,1999,16350049.31,,,,
Color,Rand Ravich,107,109,7,1000,Charlize Theron,40000,10654581,Drama,Johnny Depp,The Astronaut's Wife,45500,52621,Clea DuVall,USA,34000000,9000,5.3,1.85,1000,1999,16350049.31,,,,
Color,Neil Jordan,90,102,277,57,Ian Hart,327,10660147,Drama,Stephen Rea,The End of the Affair,17740,672,James Bolam,UK,23000000,261,7.2,1.85,0,1999,16358590.65,,,,
Color,Mike Judge,144,89,406,759,Stephen Root,989,10824921,Comedy,Gary Cole,Office Space,200293,3462,Diedrich Bader,USA,10000000,939,7.8,1.85,16000,1999,16611445.55,,,,
Color,Hugh Johnson,68,102,3,239,Kevin J. O'Connor,372,11227940,Action,David Paymer,Chill Factor,8367,1274,Hudson Leick,USA,34000000,248,5.2,2.35,120,1999,17229900.7,,,,
Color,Kimberly Peirce,123,118,108,103,Brendan Sexton III,173,11533945,Biography,Alicia Goranson,Boys Don't Cry,77551,563,Jeannetta Arnette,USA,2000000,148,7.6,1.85,0,1999,17699482.45,,,,
Color,Chris Roberts,85,100,38,362,David Suchet,811,11576087,Action,Saffron Burrows,Wing Commander,14747,2497,Jürgen Prochnow,USA,30000000,586,4.1,2.35,858,1999,17764151.71,,,,
Color,Albert Brooks,97,97,745,745,Bradley Whitford,12000,11614236,Comedy,Jeff Bridges,The Muse,9294,15209,Albert Brooks,USA,15000000,821,5.6,1.37,251,1999,17822693.48,,,,
Color,Gary Halvorson,44,73,11,142,Kevin Clash,1000,11634458,Adventure,Vanessa Williams,The Adventures of Elmo in Grouchland,2045,2020,Caroll Spinney,USA,17000000,436,5.8,1.85,339,1999,17853725.26,,,,
Color,Neil Jordan,62,100,277,210,Aidan Quinn,21000,11900000,Drama,Robert Downey Jr.,In Dreams,11003,22006,Paul Guilfoyle,USA,30000000,767,5.5,1.85,654,1999,18261214.29,,,,
Color,Robert Marcarelli,39,100,0,440,William Hootkins,488,12610552,Action,George Coe,The Omega Code,4682,2428,Ayla Kell,USA,7500000,488,3.5,1.37,129,1999,19351595.99,,,,
Color,Alan Parker,99,145,317,70,Devon Murray,876,13038660,Drama,Emily Watson,Angela's Ashes,16995,1282,Pauline McLynn,USA,25000000,219,7.3,1.85,0,1999,20008551.62,,,,
Color,Ulu Grosbard,54,106,22,613,Treat Williams,2000,13376506,Drama,Alexa PenaVega,The Deep End of the Ocean,10413,4327,Jonathan Jackson,USA,40000000,642,6.3,1.85,579,1999,20526995.16,,,,
Color,Michael Rymer,28,95,48,826,Omar Epps,1000,14003141,Crime,LL Cool J,In Too Deep,4598,4837,Nia Long,USA,7000000,865,6.1,2.35,375,1999,21488601.55,,,,
Color,Luc Besson,111,158,0,15,David Bailie,51,14131298,Adventure,Paul Brooke,The Messenger: The Story of Joan of Arc,55889,144,Rab Affleck,France,390000000,40,6.4,2.35,0,1999,21685265.62,,,,
Color,Franco Zeffirelli,62,117,160,55,Joan Plowright,718,14348123,Comedy,Lily Tomlin,Tea with Mussolini,9323,1148,Paolo Seganti,Italy,12000000,330,6.9,1.85,970,1999,22017995.69,,,,
Color,Scott Hicks,95,127,96,577,Reeve Carney,746,14378353,Drama,Rick Yune,Snow Falling on Cedars,12375,2393,Daniel von Bargen,USA,36000000,602,6.8,2.35,846,1999,22064385.31,,,,
Color,Alexander Payne,175,103,729,133,Chris Klein,2000,14879556,Comedy,Matthew Broderick,Election,73640,3516,Molly Hagan,USA,8000000,841,7.3,2.35,0,1999,22833509.29,,,,
Color,James Foley,91,110,164,45,Paul Ben-Victor,258,15156200,Action,Byron Mann,The Corruptor,15358,571,Kim Chan,USA,30000000,218,6,2.35,328,1999,23258034.95,,,,
Color,Josef Rusnak,111,100,9,363,Craig Bierko,599,15500000,Mystery,Gretchen Mol,The Thirteenth Floor,51996,2389,Brad William Henke,Germany,16000000,380,7,2.35,0,1999,23785615.25,,,,
Color,Tim Hill,70,87,25,611,F. Murray Abraham,1000,16290976,Adventure,Josh Charles,Muppets from Space,14637,3243,David Arquette,USA,24000000,670,6.2,1.85,619,1999,24999412.07,,,,
Color,Stephan Elliott,88,109,11,159,Patrick Bergin,471,16459004,Drama,Jason Priestley,Eye of the Beholder,13320,1069,Geneviève Bujold,Canada,15000000,308,4.9,2.35,327,1999,25257260.42,,,,
Color,Martin Scorsese,163,121,17000,245,Marc Anthony,12000,16640210,Drama,Nicolas Cage,Bringing Out the Dead,53028,13040,Sonja Sohn,USA,55000000,368,6.8,2.35,0,1999,25535331.14,,,,
Color,Doug Liman,137,102,218,376,Jay Mohr,900,16842303,Comedy,Sarah Polley,Go,59474,2475,Scott Wolf,USA,6500000,563,7.3,2.35,0,1999,25845454.13,,,,
 Black and White,Katt Shea,85,104,52,484,Rachel Blanchard,711,17757087,Horror,Jason London,The Rage: Carrie 2,13065,3162,Eddie Kaye Thomas,USA,21000000,490,4.6,1.85,897,1999,27249241.24,,,,
Color,John Schultz,59,91,13,292,Mark Webber,452,17843379,Comedy,Stephen Collins,Drive Me Crazy,14904,1760,Keri Lynn Pratt,USA,8000000,442,5.7,1.85,0,1999,27381661.13,,,,
